time,pace,bass,drum,vocal,other,loudness_momentary,loudness_short_term,section
102.00,10.82,0.0,0.015,0.644,0.764,-13.39,-10.74,6
102.05,10.61,0.0,0.012,0.654,0.764,-12.01,-10.78,6
102.10,10.87,0.0,0.007,0.654,0.763,-12.01,-10.78,6
102.15,10.92,0.0,0.021,0.603,0.756,-11.49,-10.84,6
102.20,11.44,0.0,0.013,0.527,0.748,-11.49,-10.84,6
102.25,11.14,0.001,0.02,0.489,0.753,-11.04,-10.85,6
102.30,11.71,0.003,0.016,0.511,0.746,-11.04,-10.85,6
102.35,11.65,0.002,0.031,0.459,0.748,-10.81,-10.89,6
102.40,12.38,0.0,0.023,0.507,0.749,-10.81,-10.89,6
102.45,11.97,0.001,0.029,0.592,0.756,-11.26,-10.98,6
102.50,12.44,0.0,0.015,0.611,0.754,-11.26,-10.98,6
102.55,12.31,0.005,0.02,0.548,0.755,-11.52,-11.07,6
102.60,13.17,0.004,0.006,0.489,0.753,-11.52,-11.07,6
102.65,12.61,0.0,0.01,0.59,0.753,-11.46,-11.12,6
102.70,12.76,0.0,0.003,0.672,0.763,-11.46,-11.12,6
102.75,12.43,0.0,0.012,0.661,0.769,-10.46,-11.07,6
102.80,12.77,0.0,0.005,0.644,0.769,-10.46,-11.07,6
102.85,12.31,0.0,0.025,0.647,0.779,-9.71,-11.02,6
102.90,12.47,0.0,0.025,0.656,0.792,-9.71,-11.02,6
102.95,12.32,0.0,0.032,0.638,0.802,-8.87,-10.89,6
103.00,13.05,0.0,0.023,0.639,0.803,-8.87,-10.89,6
103.05,12.76,0.001,0.02,0.629,0.797,-8.43,-10.83,6
103.10,12.78,0.005,0.016,0.638,0.801,-8.43,-10.83,6
103.15,12.98,0.005,0.026,0.625,0.801,-8.34,-10.78,6
103.20,13.09,0.001,0.019,0.632,0.794,-8.34,-10.78,6
103.25,12.64,0.001,0.02,0.619,0.802,-8.2,-10.73,6
103.30,12.59,0.001,0.02,0.629,0.805,-8.2,-10.73,6
103.35,12.88,0.007,0.016,0.618,0.801,-8.23,-10.61,6
103.40,12.7,0.009,0.01,0.607,0.798,-8.23,-10.61,6
103.45,12.2,0.009,0.015,0.547,0.792,-8.4,-10.55,6
103.50,12.29,0.006,0.015,0.547,0.789,-8.4,-10.55,6
103.55,12.06,0.005,0.022,0.612,0.796,-8.65,-10.46,6
103.60,12.04,0.006,0.018,0.634,0.8,-8.65,-10.46,6
103.65,11.85,0.012,0.021,0.612,0.795,-8.81,-10.35,6
103.70,11.79,0.013,0.027,0.595,0.784,-8.81,-10.35,6
103.75,11.55,0.011,0.025,0.581,0.777,-9.17,-10.3,6
103.80,12.08,0.014,0.026,0.554,0.775,-9.17,-10.3,6
103.85,12.14,0.017,0.022,0.485,0.769,-9.33,-10.29,6
103.90,12.31,0.002,0.019,0.435,0.786,-9.33,-10.29,6
103.95,12.27,0.006,0.021,0.385,0.797,-9.47,-10.29,6
104.00,12.48,0.013,0.023,0.353,0.789,-9.47,-10.29,6
104.05,12.33,0.011,0.023,0.331,0.782,-9.93,-10.28,6
104.10,12.19,0.005,0.019,0.314,0.782,-9.93,-10.28,6
104.15,12.43,0.011,0.015,0.469,0.784,-10.2,-10.21,6
104.20,12.61,0.015,0.019,0.555,0.795,-10.2,-10.21,6
104.25,12.34,0.016,0.014,0.552,0.783,-9.98,-10.08,6
104.30,12.28,0.01,0.021,0.498,0.777,-9.98,-10.08,6
104.35,12.12,0.014,0.021,0.476,0.771,-10.29,-10.04,6
104.40,12.55,0.015,0.025,0.529,0.784,-10.29,-10.04,6
104.45,12.16,0.019,0.025,0.534,0.778,-10.23,-10.01,6
104.50,12.24,0.01,0.026,0.511,0.771,-10.23,-10.01,6
104.55,12.57,0.016,0.03,0.507,0.768,-10.34,-9.99,6
104.60,12.29,0.012,0.034,0.535,0.779,-10.34,-9.99,6
104.65,12.67,0.015,0.032,0.548,0.783,-10.07,-9.83,6
104.70,12.46,0.011,0.026,0.549,0.784,-10.07,-9.83,6
104.75,12.56,0.011,0.034,0.549,0.778,-9.83,-9.77,6
104.80,12.31,0.011,0.029,0.544,0.778,-9.83,-9.77,6
104.85,12.5,0.014,0.024,0.54,0.784,-9.51,-9.67,6
104.90,12.23,0.01,0.02,0.527,0.781,-9.51,-9.67,6
104.95,12.2,0.015,0.026,0.499,0.772,-9.23,-9.59,6
105.00,12.25,0.011,0.037,0.503,0.771,-9.23,-9.59,6
105.05,12.38,0.016,0.035,0.529,0.794,-9.38,-9.55,6
105.10,12.08,0.013,0.032,0.517,0.791,-9.38,-9.55,6
105.15,12.13,0.015,0.033,0.488,0.775,-9.36,-9.53,6
105.20,12.23,0.012,0.034,0.462,0.766,-9.36,-9.53,6
105.25,12.05,0.017,0.03,0.5,0.773,-9.6,-9.5,6
105.30,12.25,0.013,0.029,0.507,0.779,-9.6,-9.5,6
105.35,11.98,0.009,0.023,0.497,0.774,-9.77,-9.47,6
105.40,12.59,0.007,0.03,0.486,0.778,-9.77,-9.47,6
105.45,12.27,0.007,0.026,0.493,0.792,-10.06,-9.42,6
105.50,12.42,0.006,0.025,0.482,0.792,-10.06,-9.42,6
105.55,12.2,0.006,0.022,0.471,0.783,-10.17,-9.4,6
105.60,12.52,0.005,0.027,0.456,0.782,-10.17,-9.4,6
105.65,12.39,0.01,0.019,0.444,0.776,-10.29,-9.39,6
105.70,12.54,0.002,0.015,0.442,0.78,-10.29,-9.39,6
105.75,11.89,0.0,0.016,0.438,0.768,-10.28,-9.45,6
105.80,12.48,0.0,0.017,0.417,0.757,-10.28,-9.45,6
105.85,12.23,0.011,0.008,0.38,0.748,-10.5,-9.52,6
105.90,12.22,0.003,0.012,0.379,0.771,-10.5,-9.52,6
105.95,11.97,0.0,0.027,0.359,0.773,-9.98,-9.54,6
106.00,12.23,0.003,0.024,0.345,0.77,-9.98,-9.54,6
106.05,12.16,0.0,0.026,0.342,0.768,-9.77,-9.59,6
106.10,11.9,0.001,0.022,0.36,0.763,-9.77,-9.59,6
106.15,12.25,0.003,0.025,0.367,0.768,-9.55,-9.64,6
106.20,12.31,0.001,0.029,0.38,0.758,-9.55,-9.64,6
106.25,12.24,0.0,0.02,0.356,0.745,-9.62,-9.74,6
106.30,12.1,0.0,0.015,0.402,0.753,-9.62,-9.74,6
106.35,12.13,0.0,0.027,0.417,0.774,-9.91,-9.8,6
106.40,11.91,0.0,0.035,0.447,0.78,-9.91,-9.8,6
106.45,12.06,0.0,0.039,0.45,0.771,-9.74,-9.79,6
106.50,11.97,0.0,0.023,0.557,0.773,-9.74,-9.79,6
106.55,11.89,0.004,0.022,0.645,0.78,-9.44,-9.76,6
106.60,11.71,0.005,0.022,0.653,0.778,-9.44,-9.76,6
106.65,11.52,0.008,0.022,0.611,0.776,-9.12,-9.79,6
106.70,11.59,0.008,0.026,0.599,0.771,-9.12,-9.79,6
106.75,11.46,0.009,0.025,0.654,0.773,-9.1,-9.79,6
106.80,11.88,0.012,0.027,0.695,0.771,-9.1,-9.79,6
106.85,11.29,0.013,0.034,0.704,0.769,-9.19,-9.77,6
106.90,11.17,0.007,0.031,0.677,0.778,-9.19,-9.77,6
106.95,11.33,0.009,0.027,0.625,0.774,-9.47,-9.76,6
107.00,11.21,0.002,0.033,0.634,0.772,-9.47,-9.76,6
107.05,11.08,0.001,0.031,0.628,0.77,-9.59,-9.74,6
107.10,11.13,0.001,0.042,0.565,0.753,-9.59,-9.74,6
107.15,11.29,0.005,0.051,0.483,0.757,-10.0,-9.77,6
107.20,11.13,0.004,0.041,0.569,0.755,-10.0,-9.77,6
107.25,11.4,0.0,0.048,0.687,0.758,-10.35,-9.82,6
107.30,11.35,0.005,0.034,0.697,0.756,-10.35,-9.82,6
107.35,11.17,0.004,0.041,0.679,0.767,-10.8,-9.82,6
107.40,11.55,0.001,0.038,0.676,0.779,-10.8,-9.82,6
107.45,11.18,0.007,0.046,0.647,0.779,-10.66,-9.79,6
107.50,11.22,0.005,0.042,0.572,0.776,-10.66,-9.79,6
107.55,11.18,0.012,0.048,0.699,0.77,-10.25,-9.76,6
107.60,10.93,0.011,0.035,0.731,0.757,-10.25,-9.76,6
107.65,11.02,0.014,0.042,0.708,0.753,-10.01,-9.81,6
107.70,11.26,0.013,0.037,0.636,0.752,-10.01,-9.81,6
107.75,11.15,0.007,0.053,0.547,0.746,-10.01,-9.84,6
107.80,10.99,0.0,0.047,0.55,0.75,-10.01,-9.84,6
107.85,11.11,0.007,0.053,0.586,0.756,-10.4,-9.91,6
107.90,11.04,0.008,0.042,0.645,0.779,-10.4,-9.91,6
107.95,11.11,0.012,0.047,0.657,0.771,-10.83,-9.96,6
108.00,10.92,0.002,0.048,0.645,0.746,-10.83,-9.96,6
108.05,11.09,0.017,0.062,0.672,0.757,-10.52,-9.96,6
108.10,11.0,0.002,0.067,0.685,0.771,-10.52,-9.96,6
108.15,11.1,0.013,0.064,0.718,0.778,-9.83,-9.91,6
108.20,10.85,0.01,0.055,0.741,0.779,-9.83,-9.91,6
108.25,10.83,0.01,0.051,0.734,0.772,-9.03,-9.82,6
108.30,10.72,0.001,0.06,0.707,0.777,-9.03,-9.82,6
108.35,10.93,0.012,0.061,0.642,0.775,-8.66,-9.79,6
108.40,10.8,0.008,0.066,0.612,0.774,-8.66,-9.79,6
108.45,10.76,0.009,0.068,0.642,0.782,-8.58,-9.74,6
108.50,10.79,0.009,0.064,0.629,0.786,-8.58,-9.74,6
108.55,10.97,0.011,0.067,0.596,0.773,-8.79,-9.71,6
108.60,11.08,0.011,0.077,0.66,0.773,-8.79,-9.71,6
108.65,11.0,0.016,0.072,0.688,0.771,-8.84,-9.62,6
108.70,11.1,0.017,0.069,0.672,0.771,-8.84,-9.62,6
108.75,11.36,0.015,0.072,0.64,0.769,-8.88,-9.6,6
108.80,10.98,0.003,0.074,0.624,0.759,-8.88,-9.6,6
108.85,10.93,0.002,0.08,0.583,0.747,-9.35,-9.59,6
108.90,10.89,0.003,0.08,0.574,0.752,-9.35,-9.59,6
108.95,10.83,0.01,0.079,0.611,0.765,-9.47,-9.64,6
109.00,10.8,0.005,0.064,0.63,0.77,-9.47,-9.64,6
109.05,10.69,0.017,0.09,0.585,0.775,-9.94,-9.65,6
109.10,10.65,0.004,0.083,0.573,0.773,-9.94,-9.65,6
109.15,11.0,0.01,0.081,0.534,0.768,-10.15,-9.67,6
109.20,10.98,0.008,0.066,0.553,0.765,-10.15,-9.67,6
109.25,10.85,0.002,0.07,0.66,0.771,-10.27,-9.67,6
109.30,10.82,0.0,0.06,0.666,0.755,-10.27,-9.67,6
109.35,11.36,0.0,0.083,0.623,0.757,-10.64,-9.72,6
109.40,11.27,0.0,0.075,0.577,0.765,-10.64,-9.72,6
109.45,10.77,0.0,0.078,0.614,0.779,-10.17,-9.7,6
109.50,10.28,0.0,0.077,0.622,0.785,-10.17,-9.7,6
109.55,10.41,0.0,0.095,0.602,0.785,-9.4,-9.67,6
109.60,10.62,0.0,0.072,0.561,0.794,-9.4,-9.67,6
109.65,12.04,0.0,0.074,0.506,0.82,-8.64,-9.6,6
109.70,11.64,0.0,0.102,0.528,0.8,-8.64,-9.6,6
109.75,12.97,0.0,0.09,0.624,0.76,-8.44,-9.62,7
109.80,12.67,0.0,0.081,0.624,0.624,-8.44,-9.62,7
109.85,12.3,0.0,0.075,0.622,0.549,-9.46,-9.74,7
109.90,12.69,0.0,0.091,0.586,0.521,-9.46,-9.74,7
109.95,12.57,0.0,0.074,0.586,0.525,-10.95,-9.85,7
110.00,12.25,0.0,0.073,0.59,0.536,-10.95,-9.85,7
110.05,12.13,0.0,0.072,0.591,0.55,-13.11,-9.93,7
110.10,12.24,0.0,0.058,0.54,0.559,-13.11,-9.93,7
110.15,12.15,0.0,0.057,0.469,0.58,-15.11,-10.0,7
110.20,12.16,0.0,0.055,0.466,0.601,-15.11,-10.0,7
110.25,12.1,0.0,0.057,0.464,0.606,-14.71,-10.07,7
110.30,11.89,0.0,0.049,0.512,0.607,-14.71,-10.07,7
110.35,12.09,0.0,0.062,0.668,0.652,-13.87,-10.09,7
110.40,12.02,0.0,0.059,0.681,0.686,-13.87,-10.09,7
110.45,11.73,0.0,0.07,0.641,0.673,-12.33,-10.09,7
110.50,11.64,0.0,0.074,0.671,0.643,-12.33,-10.09,7
110.55,11.5,0.0,0.071,0.684,0.644,-11.58,-10.15,7
110.60,11.34,0.0,0.059,0.681,0.645,-11.58,-10.15,7
110.65,11.21,0.0,0.067,0.664,0.648,-11.37,-10.23,7
110.70,11.21,0.0,0.069,0.661,0.649,-11.37,-10.23,7
110.75,11.31,0.0,0.066,0.643,0.646,-11.65,-10.28,7
110.80,11.22,0.0,0.059,0.681,0.643,-11.65,-10.28,7
110.85,11.0,0.0,0.078,0.696,0.663,-11.81,-10.24,7
110.90,10.96,0.0,0.074,0.685,0.676,-11.81,-10.24,7
110.95,10.99,0.0,0.067,0.682,0.673,-11.98,-10.26,7
111.00,11.01,0.0,0.057,0.679,0.669,-11.98,-10.26,7
111.05,11.16,0.0,0.071,0.698,0.678,-11.51,-10.34,7
111.10,11.21,0.0,0.065,0.708,0.684,-11.51,-10.34,7
111.15,11.44,0.0,0.061,0.712,0.69,-10.33,-10.35,7
111.20,11.53,0.0,0.055,0.692,0.665,-10.33,-10.35,7
111.25,11.49,0.0,0.054,0.679,0.659,-10.36,-10.45,7
111.30,11.51,0.0,0.051,0.686,0.647,-10.36,-10.45,7
111.35,11.43,0.0,0.058,0.684,0.648,-9.96,-10.49,7
111.40,11.22,0.0,0.054,0.663,0.638,-9.96,-10.49,7
111.45,11.04,0.0,0.055,0.683,0.636,-9.94,-10.58,7
111.50,11.14,0.0,0.056,0.713,0.635,-9.94,-10.58,7
111.55,10.91,0.0,0.051,0.719,0.651,-10.03,-10.56,7
111.60,10.77,0.0,0.051,0.721,0.645,-10.03,-10.56,7
111.65,10.58,0.0,0.054,0.728,0.653,-9.67,-10.6,7
111.70,10.28,0.0,0.058,0.721,0.658,-9.67,-10.6,7
111.75,10.44,0.0,0.051,0.712,0.665,-9.56,-10.61,7
111.80,10.33,0.0,0.057,0.696,0.642,-9.56,-10.61,7
111.85,10.23,0.0,0.066,0.666,0.632,-9.79,-10.65,7
111.90,10.18,0.0,0.059,0.639,0.623,-9.79,-10.65,7
111.95,10.42,0.0,0.053,0.666,0.626,-10.55,-10.73,7
112.00,10.24,0.0,0.051,0.662,0.601,-10.55,-10.73,7
112.05,10.48,0.0,0.058,0.623,0.587,-11.7,-10.83,7
112.10,10.26,0.0,0.059,0.629,0.587,-11.7,-10.83,7
112.15,10.24,0.0,0.066,0.638,0.595,-12.39,-10.88,7
112.20,9.98,0.0,0.061,0.632,0.588,-12.39,-10.88,7
112.25,10.0,0.0,0.061,0.623,0.591,-12.29,-10.9,7
112.30,9.86,0.0,0.056,0.643,0.601,-12.29,-10.9,7
112.35,9.93,0.0,0.075,0.634,0.615,-12.23,-10.91,7
112.40,9.7,0.0,0.061,0.623,0.615,-12.23,-10.91,7
112.45,9.89,0.0,0.073,0.608,0.626,-12.07,-11.07,7
112.50,9.71,0.0,0.067,0.617,0.627,-12.07,-11.07,7
112.55,9.81,0.0,0.07,0.611,0.635,-12.21,-11.29,7
112.60,9.76,0.0,0.064,0.618,0.631,-12.21,-11.29,7
112.65,9.84,0.0,0.07,0.67,0.639,-11.54,-11.4,7
112.70,9.98,0.0,0.059,0.709,0.625,-11.54,-11.4,7
112.75,10.27,0.0,0.063,0.728,0.64,-10.83,-11.37,7
112.80,10.07,0.0,0.056,0.729,0.637,-10.83,-11.37,7
112.85,10.42,0.0,0.064,0.715,0.629,-10.23,-11.21,7
112.90,10.23,0.0,0.056,0.697,0.614,-10.23,-11.21,7
112.95,10.24,0.0,0.063,0.695,0.617,-10.09,-11.15,7
113.00,9.93,0.0,0.062,0.724,0.616,-10.09,-11.15,7
113.05,10.02,0.0,0.071,0.737,0.617,-9.84,-10.98,7
113.10,9.71,0.0,0.054,0.731,0.606,-9.84,-10.98,7
113.15,9.82,0.0,0.064,0.727,0.601,-10.28,-10.89,7
113.20,9.54,0.0,0.047,0.722,0.593,-10.28,-10.89,7
113.25,9.54,0.0,0.056,0.727,0.596,-10.42,-10.8,7
113.30,9.53,0.0,0.042,0.72,0.59,-10.42,-10.8,7
113.35,9.3,0.0,0.047,0.719,0.59,-10.51,-10.8,7
113.40,9.53,0.0,0.041,0.699,0.572,-10.51,-10.8,7
113.45,9.38,0.0,0.045,0.657,0.558,-11.84,-10.93,7
113.50,9.54,0.0,0.037,0.615,0.526,-11.84,-10.93,7
113.55,9.76,0.0,0.037,0.651,0.532,-12.52,-10.99,7
113.60,9.53,0.0,0.033,0.675,0.538,-12.52,-10.99,7
113.65,9.73,0.0,0.04,0.667,0.532,-13.64,-11.01,7
113.70,9.63,0.0,0.028,0.602,0.512,-13.64,-11.01,7
113.75,9.72,0.0,0.038,0.543,0.491,-14.99,-11.07,7
113.80,9.64,0.0,0.028,0.55,0.493,-14.99,-11.07,7
113.85,9.75,0.0,0.049,0.565,0.5,-15.86,-11.23,7
113.90,9.63,0.0,0.033,0.549,0.492,-15.86,-11.23,7
113.95,9.79,0.0,0.044,0.526,0.477,-16.96,-11.32,7
114.00,9.42,0.0,0.034,0.504,0.47,-16.96,-11.32,7
114.05,9.58,0.0,0.038,0.476,0.465,-19.15,-11.46,7
114.10,9.58,0.0,0.037,0.574,0.461,-19.15,-11.46,7
114.15,9.6,0.0,0.049,0.703,0.479,-15.98,-11.6,7
114.20,9.57,0.0,0.035,0.722,0.484,-15.98,-11.6,7
114.25,9.69,0.0,0.045,0.682,0.479,-14.59,-11.69,7
114.30,9.64,0.0,0.043,0.699,0.474,-14.59,-11.69,7
114.35,9.86,0.0,0.05,0.671,0.466,-13.85,-11.81,7
114.40,9.59,0.0,0.042,0.619,0.455,-13.85,-11.81,7
114.45,9.77,0.0,0.059,0.704,0.486,-12.97,-11.89,7
114.50,9.6,0.0,0.05,0.726,0.493,-12.97,-11.89,7
114.55,9.89,0.0,0.057,0.711,0.484,-13.43,-12.08,7
114.60,9.51,0.0,0.061,0.659,0.479,-13.43,-12.08,7
114.65,9.73,0.0,0.052,0.654,0.473,-14.16,-12.33,7
114.70,9.58,0.0,0.052,0.704,0.473,-14.16,-12.33,7
114.75,9.68,0.0,0.055,0.736,0.453,-13.88,-12.47,7
114.80,9.5,0.0,0.064,0.718,0.456,-13.88,-12.47,7
114.85,9.73,0.0,0.062,0.725,0.459,-13.75,-12.49,7
114.90,9.52,0.0,0.052,0.711,0.456,-13.75,-12.49,7
114.95,9.69,0.0,0.058,0.687,0.446,-14.22,-12.57,7
115.00,9.64,0.0,0.06,0.602,0.422,-14.22,-12.57,7
115.05,9.85,0.0,0.064,0.584,0.419,-14.66,-12.67,7
115.10,9.78,0.0,0.059,0.583,0.42,-14.66,-12.67,7
115.15,10.13,0.0,0.065,0.59,0.42,-16.07,-12.83,7
115.20,9.9,0.0,0.055,0.668,0.423,-16.07,-12.83,7
115.25,10.1,0.0,0.055,0.722,0.423,-15.95,-12.85,7
115.30,9.9,0.0,0.048,0.726,0.427,-15.95,-12.85,7
115.35,10.01,0.0,0.037,0.723,0.419,-14.44,-12.83,7
115.40,9.6,0.0,0.038,0.692,0.418,-14.44,-12.83,7
115.45,9.76,0.0,0.048,0.629,0.417,-14.08,-12.93,7
115.50,9.55,0.0,0.049,0.586,0.404,-14.08,-12.93,7
115.55,9.78,0.0,0.045,0.557,0.386,-14.1,-13.07,7
115.60,9.36,0.0,0.049,0.569,0.385,-14.1,-13.07,7
115.65,9.53,0.0,0.049,0.595,0.382,-15.61,-13.36,7
115.70,9.49,0.0,0.054,0.668,0.406,-15.61,-13.36,7
115.75,9.53,0.0,0.051,0.674,0.396,-17.08,-13.6,7
115.80,9.51,0.0,0.046,0.668,0.407,-17.08,-13.6,7
115.85,9.8,0.0,0.052,0.615,0.4,-17.53,-13.91,7
115.90,9.67,0.0,0.044,0.525,0.391,-17.53,-13.91,7
115.95,9.91,0.0,0.056,0.491,0.394,-17.72,-14.14,7
116.00,9.9,0.0,0.051,0.484,0.402,-17.72,-14.14,7
116.05,10.17,0.0,0.048,0.458,0.396,-18.03,-14.63,7
116.10,10.28,0.0,0.045,0.438,0.402,-18.03,-14.63,7
116.15,10.23,0.0,0.042,0.423,0.403,-21.36,-14.93,7
116.20,10.33,0.0,0.039,0.416,0.404,-21.36,-14.93,7
116.25,10.45,0.0,0.044,0.417,0.4,-23.16,-15.34,7
116.30,10.68,0.0,0.035,0.412,0.396,-23.16,-15.34,7
116.35,10.58,0.0,0.038,0.452,0.398,-23.23,-15.63,7
116.40,10.6,0.0,0.036,0.478,0.402,-23.23,-15.63,7
116.45,10.68,0.0,0.037,0.48,0.404,-23.04,-15.79,7
116.50,10.98,0.0,0.042,0.476,0.407,-23.04,-15.79,7
116.55,10.95,0.0,0.043,0.474,0.406,-22.99,-15.96,7
116.60,11.11,0.0,0.033,0.466,0.405,-22.99,-15.96,7
116.65,11.02,0.0,0.038,0.44,0.403,-23.04,-16.18,7
116.70,11.11,0.0,0.032,0.461,0.405,-23.04,-16.18,7
116.75,11.25,0.0,0.033,0.475,0.401,-23.06,-16.24,7
116.80,11.08,0.0,0.027,0.585,0.421,-23.06,-16.24,7
116.85,10.85,0.0,0.041,0.656,0.434,-19.83,-16.15,7
116.90,10.46,0.0,0.028,0.66,0.435,-19.83,-16.15,7
116.95,10.6,0.0,0.035,0.644,0.444,-18.36,-16.08,7
117.00,10.14,0.0,0.028,0.654,0.444,-18.36,-16.08,7
117.05,9.98,0.0,0.032,0.658,0.44,-16.51,-15.94,7
117.10,9.84,0.0,0.032,0.665,0.457,-16.51,-15.94,7
117.15,9.91,0.0,0.035,0.631,0.451,-15.83,-16.21,7
117.20,9.58,0.0,0.03,0.531,0.448,-15.83,-16.21,7
117.25,9.7,0.0,0.037,0.53,0.44,-16.82,-16.5,7
117.30,9.41,0.0,0.038,0.641,0.465,-16.82,-16.5,7
117.35,9.67,0.0,0.032,0.674,0.485,-15.86,-16.46,7
117.40,9.35,0.0,0.024,0.646,0.485,-15.86,-16.46,7
117.45,9.48,0.0,0.031,0.604,0.497,-16.22,-16.59,7
117.50,9.44,0.0,0.023,0.554,0.519,-16.22,-16.59,7
117.55,9.43,0.0,0.035,0.548,0.537,-16.55,-16.82,7
117.60,9.17,0.0,0.029,0.538,0.555,-16.55,-16.82,7
117.65,9.45,0.0,0.038,0.565,0.607,-15.46,-16.76,7
117.70,9.19,0.0,0.029,0.577,0.688,-15.46,-16.76,7
117.75,9.45,0.0,0.033,0.573,0.728,-14.37,-16.57,7
117.80,9.1,0.0,0.028,0.549,0.711,-14.37,-16.57,7
117.85,9.32,0.0,0.034,0.534,0.715,-13.66,-16.57,7
117.90,9.28,0.0,0.015,0.502,0.693,-13.66,-16.57,7
117.95,9.47,0.0,0.032,0.518,0.693,-12.82,-16.43,7
118.00,9.27,0.0,0.027,0.519,0.661,-12.82,-16.43,7
118.05,9.7,0.0,0.038,0.502,0.652,-12.45,-16.18,7
118.10,9.63,0.0,0.018,0.456,0.615,-12.45,-16.18,7
118.15,10.02,0.0,0.027,0.434,0.6,-13.77,-16.14,7
118.20,9.86,0.0,0.026,0.44,0.609,-13.77,-16.14,7
118.25,10.17,0.0,0.04,0.448,0.63,-14.6,-16.33,7
118.30,10.17,0.0,0.019,0.459,0.658,-14.6,-16.33,7
118.35,10.48,0.0,0.021,0.467,0.694,-14.92,-16.53,7
118.40,9.98,0.0,0.014,0.47,0.682,-14.92,-16.53,7
118.45,10.65,0.0,0.029,0.468,0.681,-15.3,-16.42,7
118.50,10.36,0.0,0.02,0.467,0.683,-15.3,-16.42,7
118.55,10.55,0.0,0.037,0.445,0.694,-14.33,-16.19,7
118.60,10.17,0.0,0.026,0.443,0.665,-14.33,-16.19,7
118.65,10.58,0.0,0.035,0.434,0.666,-13.8,-15.99,7
118.70,10.2,0.0,0.025,0.421,0.65,-13.8,-15.99,7
118.75,10.58,0.0,0.04,0.396,0.637,-14.21,-16.08,7
118.80,10.12,0.0,0.029,0.412,0.631,-14.21,-16.08,7
118.85,10.37,0.0,0.046,0.49,0.645,-14.42,-15.97,7
118.90,10.31,0.0,0.039,0.558,0.653,-14.42,-15.97,7
118.95,10.33,0.0,0.031,0.571,0.664,-13.8,-15.63,7
119.00,10.04,0.0,0.03,0.56,0.651,-13.8,-15.63,7
119.05,10.24,0.0,0.038,0.563,0.664,-13.59,-15.39,7
119.10,10.18,0.0,0.029,0.592,0.688,-13.59,-15.39,7
119.15,10.3,0.0,0.037,0.614,0.708,-12.5,-15.06,7
119.20,9.99,0.0,0.031,0.609,0.697,-12.5,-15.06,7
119.25,10.27,0.0,0.042,0.586,0.695,-11.99,-14.8,7
119.30,10.01,0.0,0.033,0.538,0.691,-11.99,-14.8,7
119.35,10.09,0.0,0.039,0.507,0.7,-12.46,-14.65,7
119.40,9.82,0.0,0.03,0.506,0.682,-12.46,-14.65,7
119.45,9.79,0.0,0.044,0.492,0.67,-12.52,-14.47,7
119.50,9.72,0.0,0.025,0.495,0.659,-12.52,-14.47,7
119.55,10.01,0.0,0.026,0.506,0.66,-13.0,-14.29,7
119.60,9.76,0.0,0.03,0.533,0.646,-13.0,-14.29,7
119.65,10.11,0.0,0.055,0.554,0.665,-13.16,-14.11,7
119.70,9.92,0.0,0.027,0.585,0.665,-13.16,-14.11,7
119.75,10.21,0.0,0.044,0.627,0.687,-12.39,-13.84,7
119.80,9.91,0.0,0.023,0.656,0.682,-12.39,-13.84,7
119.85,10.23,0.0,0.041,0.662,0.684,-11.43,-13.58,7
119.90,10.02,0.0,0.025,0.661,0.67,-11.43,-13.58,7
119.95,10.39,0.0,0.032,0.651,0.661,-11.12,-13.41,7
120.00,10.08,0.0,0.022,0.618,0.633,-11.12,-13.41,7
120.05,10.42,0.0,0.04,0.53,0.631,-11.6,-13.46,7
120.10,10.08,0.0,0.03,0.573,0.627,-11.6,-13.46,7
120.15,10.21,0.0,0.034,0.628,0.639,-12.23,-13.39,7
120.20,9.84,0.0,0.022,0.608,0.621,-12.23,-13.39,7
120.25,10.15,0.0,0.037,0.541,0.592,-14.23,-13.36,7
120.30,9.86,0.0,0.026,0.558,0.572,-14.23,-13.36,7
120.35,10.09,0.0,0.028,0.642,0.573,-15.38,-13.37,7
120.40,9.84,0.0,0.032,0.671,0.578,-15.38,-13.37,7
120.45,9.97,0.0,0.032,0.664,0.582,-14.46,-13.31,7
120.50,9.91,0.0,0.03,0.642,0.561,-14.46,-13.31,7
120.55,9.99,0.0,0.055,0.663,0.566,-13.47,-13.11,7
120.60,9.82,0.0,0.061,0.677,0.566,-13.47,-13.11,7
120.65,9.99,0.0,0.078,0.673,0.553,-12.28,-12.99,7
120.70,9.77,0.0,0.075,0.652,0.532,-12.28,-12.99,7
120.75,10.05,0.0,0.083,0.613,0.508,-12.52,-13.14,7
120.80,9.65,0.0,0.086,0.563,0.485,-12.52,-13.14,7
120.85,10.02,0.0,0.098,0.528,0.479,-13.36,-13.27,7
120.90,9.84,0.0,0.093,0.505,0.461,-13.36,-13.27,7
120.95,9.89,0.0,0.101,0.494,0.448,-15.43,-13.4,7
121.00,9.73,0.0,0.113,0.472,0.439,-15.43,-13.4,7
121.05,9.94,0.0,0.123,0.502,0.445,-19.17,-13.54,7
121.10,9.78,0.0,0.129,0.622,0.471,-19.17,-13.54,7
121.15,10.02,0.0,0.123,0.656,0.495,-17.91,-13.46,7
121.20,9.99,0.004,0.121,0.644,0.5,-17.91,-13.46,7
121.25,10.11,0.002,0.125,0.648,0.517,-16.5,-13.42,7
121.30,9.93,0.0,0.125,0.656,0.521,-16.5,-13.42,7
